timestamp,visitorid,itemid,event,price
1434749026274,76757,119736,transaction,4080.0
1434758199438,1140886,461686,transaction,19320.0
1434864821146,552261,461686,transaction,19320.0
1434857996937,458095,48030,transaction,18720.0
1434940256902,836635,48030,transaction,18720.0
1434912032575,765630,48030,transaction,18720.0
1435014629149,1134975,312728,transaction,15480.0
1435013310029,836635,17478,transaction,12600.0
1435005875978,1029755,461686,transaction,19320.0
1435027674625,805254,17478,transaction,12600.0
1434998458709,1003058,312728,transaction,15480.0
1434994407135,1056881,17478,transaction,12600.0
1435009043581,605832,7943,transaction,17880.0
1435125587285,127366,420960,transaction,39840.0
1435071324509,865638,312728,transaction,15480.0
1435078681119,416496,312728,transaction,15480.0
1435073831354,765630,48030,transaction,18720.0
1435104346324,684514,420960,transaction,39840.0
1435101236947,548772,119736,transaction,4080.0
1435188532756,548772,17478,transaction,12600.0
1435178724418,684514,119736,transaction,4080.0
1435266251453,548772,119736,transaction,4080.0
1435297078609,843382,7943,transaction,17880.0
1435282500683,605095,312728,transaction,15480.0
1435246739742,962056,312728,transaction,15480.0
1435465824503,1113547,48030,transaction,18600.0
1435453041254,13455,48030,transaction,18720.0
1435467835102,1113547,48030,transaction,18600.0
1435439726261,530559,119736,transaction,4080.0
1435349235872,1075423,119736,transaction,4080.0
1435344319084,1075423,7943,transaction,17880.0
1435340471680,836635,17478,transaction,12600.0
1435304930185,562813,312728,transaction,15480.0
1435364260304,672896,461686,transaction,19320.0
1435526934599,39272,48030,transaction,18600.0
1435543879514,610115,17478,transaction,12600.0
1435519272570,1150086,7943,transaction,17880.0
1435552622896,387388,48030,transaction,18600.0
1435548668975,592555,48030,transaction,18600.0
1435632740876,277476,420960,transaction,39840.0
1435594802044,801026,7943,transaction,17880.0
1435632851330,996879,119736,transaction,4080.0
1435619649878,1171920,213834,transaction,4920.0
1435596447079,933910,48030,transaction,18600.0
1435625278018,1070029,213834,transaction,4920.0
1435601802567,996879,119736,transaction,4080.0
1435647662271,1081220,213834,transaction,4920.0
1438480846552,179210,48030,transaction,19080.0
1438476849778,240496,248455,transaction,77940.0
1438456963450,137613,248455,transaction,77940.0
1438456574534,110412,461686,transaction,18600.0
1438568378879,294706,7943,transaction,19680.0
1438534554930,1150086,420960,transaction,35400.0
1438557949200,530559,119736,transaction,4080.0
1438556597892,796470,461686,transaction,18600.0
1438497763418,470176,461686,transaction,18600.0
1438615535921,1237629,248455,transaction,77940.0
1438652066134,152963,119736,transaction,4080.0
1438629937085,1302340,248455,transaction,77940.0
1438651519654,927183,213834,transaction,4920.0
1438602144350,577054,17478,transaction,13320.0
1438658061142,1336747,461686,transaction,18600.0
1438619611512,1146790,119736,transaction,4080.0
1438729950986,152963,420960,transaction,35400.0
1438712306788,706050,7943,transaction,19680.0
1438736284746,72373,461686,transaction,18600.0
1438732060731,94182,461686,transaction,18600.0
1438806721697,250146,461686,transaction,18600.0
1438793615398,964794,461686,transaction,18600.0
1438794044450,780392,461686,transaction,18600.0
1438788441541,964794,17478,transaction,13320.0
1438792120019,156674,248455,transaction,77940.0
1438793906831,705542,119736,transaction,4080.0
1438838683657,1041389,461686,transaction,18600.0
1438812292221,152963,420960,transaction,35400.0
1438887143906,1005153,420960,transaction,35400.0
1438900648019,673950,461686,transaction,18600.0
1438884944474,530559,248455,transaction,77940.0
1438907970249,261643,461686,transaction,18600.0
1438873323871,316850,248455,transaction,77940.0
1438981357745,705542,119736,transaction,4080.0
1438974316235,1169689,461686,transaction,18600.0
1438928666440,602886,461686,transaction,18600.0
1439000865471,980166,461686,transaction,18600.0
1438971646531,642130,461686,transaction,18600.0
1439095349476,238781,7943,transaction,21600.0
1439080259734,1385073,119736,transaction,4080.0
1439180307575,743308,48030,transaction,19200.0
1439104812183,1323498,461686,transaction,18600.0
1439244318439,642505,48030,transaction,19200.0
1439235726092,222425,461686,transaction,18600.0
1439342519886,295182,420960,transaction,38280.0
1439315346267,1276617,420960,transaction,38280.0
1439344665055,281703,461686,transaction,18600.0
1439301554504,351661,461686,transaction,18600.0
1439312568859,152963,119736,transaction,4080.0
1439402113844,261694,312728,transaction,9480.0
1439419648917,1108631,248455,transaction,91380.0
1439396053723,1385073,119736,transaction,4080.0
1439402107526,203017,461686,transaction,18600.0
1439418626636,686012,119736,transaction,4080.0
1439364345467,595640,248455,transaction,91380.0
1439419508947,1132549,461686,transaction,18600.0
1439485453040,686012,119736,transaction,4080.0
1439529052834,209317,461686,transaction,18600.0
1439524511610,832580,461686,transaction,18600.0
1439571831688,191477,461686,transaction,18600.0
1439608057805,1110822,461686,transaction,18600.0
1439566931185,173863,213834,transaction,4920.0
1439661904692,464410,461686,transaction,18600.0
1439701075389,178281,7943,transaction,21600.0
1439778112158,1203367,445351,transaction,197880.0
1439778112142,1203367,213834,transaction,4920.0
1439785914501,1052508,461686,transaction,18720.0
1439834743307,552498,248455,transaction,91380.0
1439850716610,765900,213834,transaction,4920.0
1439850716531,765900,445351,transaction,197880.0
1439843414656,967783,461686,transaction,18720.0
1439859587231,797409,119736,transaction,4080.0
1439939255674,861299,213834,transaction,4920.0
1439917725643,530559,213834,transaction,4920.0
1439911136490,78755,48030,transaction,19200.0
1439962802871,674240,461686,transaction,18720.0
1439961234432,1164713,461686,transaction,18720.0
1439955638980,1403350,461686,transaction,18720.0
1440003201725,530559,119736,transaction,4080.0
1440029657713,152963,17478,transaction,12600.0
1440029390725,152963,17478,transaction,12600.0
1440021755025,562286,461686,transaction,18720.0
1440094568901,1150086,248455,transaction,91380.0
1440088860801,152963,119736,transaction,4080.0
1440175230111,595640,248455,transaction,91380.0
1440192836276,152963,119736,transaction,4080.0
1440191265045,152963,119736,transaction,4080.0
1440200832236,152963,119736,transaction,4080.0
1440185429767,152963,248455,transaction,91380.0
1440175433837,514028,461686,transaction,18720.0
1440207082495,1137950,213834,transaction,4920.0
1440261132914,530559,213834,transaction,4920.0
1440433111165,1286355,461686,transaction,18720.0
1440434540382,466364,461686,transaction,18720.0
1440468410542,326049,248455,transaction,91380.0
1440461439833,303381,312728,transaction,15480.0
1440479494330,1206613,248455,transaction,91380.0
1440468875422,326049,248455,transaction,91380.0
1440519519071,247235,248455,transaction,91380.0
1440541465418,155086,213834,transaction,5520.0
1440522050308,152963,119736,transaction,4080.0
1440533058664,247235,248455,transaction,91380.0
1440532314047,1041707,312728,transaction,15480.0
1440540309490,1215681,461686,transaction,18720.0
1440545322024,376250,248455,transaction,91380.0
1440513049746,677623,461686,transaction,18720.0
1440572543591,1358883,461686,transaction,18720.0
1440572351383,1358883,461686,transaction,18720.0
1440638365601,152963,119736,transaction,4080.0
1440617992249,152963,119736,transaction,4080.0
1440581546206,534341,248455,transaction,91380.0
1440705478351,31677,248455,transaction,91380.0
1440664709539,595957,248455,transaction,91380.0
1440711013802,152963,248455,transaction,91380.0
1440709663382,466691,461686,transaction,18720.0
1440662908720,550337,461686,transaction,18720.0
1440701256071,152963,119736,transaction,4080.0
1440707673523,152963,119736,transaction,4080.0
1440707727321,895999,420960,transaction,40200.0
1440738813543,595640,248455,transaction,91380.0
1440781970927,645525,248455,transaction,91380.0
1440788717219,569539,119736,transaction,4080.0
1440743714071,888593,248455,transaction,91380.0
1440790127988,152963,119736,transaction,4080.0
1440798988287,1316765,312728,transaction,15480.0
1440782252559,569539,420960,transaction,40200.0
1440905991455,870843,213834,transaction,5796.0
1440885177167,645525,119736,transaction,4080.0
1440881878508,645525,119736,transaction,4080.0
1440896444758,120699,213834,transaction,5520.0
1440965913629,994820,461686,transaction,20040.0
1440963683091,831928,213834,transaction,5796.0
1440979082624,1121652,461686,transaction,20040.0
1440955286202,530559,119736,transaction,4284.0
1440992347489,1183412,461686,transaction,20040.0
1441043697674,569539,119736,transaction,4284.0
1441062179891,432140,17478,transaction,15360.0
1441033731501,187536,461686,transaction,20040.0
1441135070906,727576,7943,transaction,29880.0
1441143822905,1363526,461686,transaction,20040.0
1441141617953,1244998,312728,transaction,15480.0
1441133862027,1172087,312728,transaction,15480.0
1441229064569,1172087,312728,transaction,15480.0
1441227512430,1172087,312728,transaction,15480.0
1441249095300,1299406,312728,transaction,15480.0
1441328257529,715841,312728,transaction,15480.0
1441324924461,1172087,312728,transaction,15480.0
1441341320714,857716,213834,transaction,5796.0
1441330416001,530559,119736,transaction,4284.0
1441324398790,347686,213834,transaction,5796.0
1441402335899,152963,461686,transaction,20040.0
1441383759694,1172087,312728,transaction,15480.0
1441481145485,122478,248455,transaction,91380.0
1441472355560,554737,213834,transaction,5796.0
1441576185572,741744,213834,transaction,5520.0
1441576185513,741744,445351,transaction,215880.0
1441584028216,645525,119736,transaction,4080.0
1441658578835,1126569,461686,transaction,19320.0
1441650653946,1054695,7943,transaction,23880.0
1441681379966,1374225,461686,transaction,19320.0
1441649735828,71586,461686,transaction,19320.0
1441734235405,427622,312728,transaction,15480.0
1441696821277,377978,461686,transaction,19320.0
1441725497734,1150086,461686,transaction,19320.0
1441762044168,510429,461686,transaction,19320.0
1441759948930,523663,213834,transaction,5520.0
1441734213427,383786,312728,transaction,15480.0
1441695641030,320626,213834,transaction,5520.0
1441753013701,419475,213834,transaction,5520.0
1441734251688,724618,312728,transaction,15480.0
1441734237251,1122870,312728,transaction,15480.0
1441842119923,642130,461686,transaction,19320.0
1441819266416,6952,461686,transaction,19320.0
1441824535918,497371,461686,transaction,19320.0
1441863883236,404036,461686,transaction,19320.0
1441862871220,609009,461686,transaction,19320.0
1441834237551,152963,119736,transaction,4080.0
1441926057057,198270,119736,transaction,4080.0
1441943576125,1100892,213834,transaction,5520.0
1441918356004,466583,7943,transaction,23880.0
1441904385652,939792,461686,transaction,19320.0
1441912671549,328322,445351,transaction,215880.0
1441887399615,727357,213834,transaction,5520.0
1441912671534,328322,213834,transaction,5520.0
1441924260380,747952,461686,transaction,19320.0
1441993486415,895999,213834,transaction,5520.0
1442004317977,1059363,213834,transaction,5520.0
1441995562524,1245381,213834,transaction,5520.0
1442019953721,867441,461686,transaction,19320.0
1442025815723,334469,213834,transaction,5520.0
1442000751017,349713,461686,transaction,19320.0
1442098410297,1265288,213834,transaction,5520.0
1430773400263,741178,461686,transaction,24960.0
1430779751330,1271388,17478,transaction,13680.0
1430722717032,1262351,7943,transaction,17880.0
1430757249324,696393,445351,transaction,185880.0
1430789036578,403374,7943,transaction,17880.0
1430853160113,379932,7943,transaction,17880.0
1430855288963,389532,119736,transaction,3480.0
1430838787200,379932,119736,transaction,3480.0
1430840548671,327493,7943,transaction,17880.0
1430925867388,227091,445351,transaction,185880.0
1430925559581,40802,312728,transaction,15480.0
1430959828565,53842,119736,transaction,3480.0
1430958773084,819001,17478,transaction,13680.0
1431016208448,76757,119736,transaction,3480.0
1431190007229,6190,7943,transaction,17880.0
1431185976700,1149894,7943,transaction,17880.0
1431369099142,1227768,7943,transaction,17880.0
1431376601707,1058213,461686,transaction,24960.0
1431324056504,630705,312728,transaction,15480.0
1431496383299,682501,17478,transaction,13680.0
1431532876660,1252924,7943,transaction,17880.0
1431542679183,1116948,461686,transaction,24960.0
1431623387223,195534,7943,transaction,17880.0
1431752880161,410594,312728,transaction,15480.0
1431711531049,227091,7943,transaction,17880.0
1431734478493,494791,312728,transaction,15480.0
1431890681461,138131,119736,transaction,3480.0
1431930150043,1073168,461686,transaction,24960.0
1432000490474,650747,7943,transaction,17880.0
1431983848719,270362,17478,transaction,13320.0
1432272375007,368807,7943,transaction,17880.0
1432247998515,278097,7943,transaction,17880.0
1432326536315,393237,461686,transaction,24960.0
1432404576882,57905,17478,transaction,13320.0
1432592542479,829289,119736,transaction,3480.0
1432579610121,76757,119736,transaction,3480.0
1432682185584,750601,119736,transaction,3480.0
1432675723786,76757,17478,transaction,12960.0
1432749261670,156453,7943,transaction,17880.0
1432747737008,227091,17478,transaction,12960.0
1432785380470,1314472,312728,transaction,15480.0
1432845934581,1372125,7943,transaction,17880.0
1432833112350,404403,17478,transaction,12960.0
1432850035616,194416,17478,transaction,12960.0
1432859239424,933696,7943,transaction,17880.0
1432951423778,1143383,119736,transaction,3480.0
1433027765883,789793,119736,transaction,3480.0
1433005543305,1341202,119736,transaction,3480.0
1433099079831,1264468,7943,transaction,17880.0
1433098983288,1170264,461686,transaction,24960.0
1433129793347,645326,7943,transaction,17880.0
1433080437447,185269,420960,transaction,43800.0
1435775404659,62694,48030,transaction,18600.0
1435782765773,774788,17478,transaction,12600.0
1435882804793,1405831,7943,transaction,17880.0
1435855186848,248679,119736,transaction,4080.0
1435861972656,312771,461686,transaction,24960.0
1435900655320,806308,17478,transaction,12600.0
1435837125826,680669,312728,transaction,15480.0
1435944474404,547506,119736,transaction,4080.0
1435944633053,702147,420960,transaction,39840.0
1436133400483,818371,420960,transaction,39840.0
1436133509938,684514,119736,transaction,4080.0
1436152241199,1173192,7943,transaction,17880.0
1436153027211,292344,461686,transaction,18600.0
1436110418789,1297062,48030,transaction,18600.0
1436247844887,1209995,461686,transaction,18600.0
1436216695468,79743,213834,transaction,4920.0
1436178320115,306738,48030,transaction,18600.0
1436216152043,1255456,119736,transaction,4080.0
1436238427143,171308,48030,transaction,18600.0
1436227737271,109982,48030,transaction,18600.0
1436283115984,1165239,461686,transaction,18600.0
1436308376622,724900,461686,transaction,18600.0
1436310914074,371606,48030,transaction,18600.0
1436404063604,1016281,420960,transaction,39840.0
1436385374320,371606,119736,transaction,4080.0
1436376579080,705542,119736,transaction,4080.0
1436380166126,212610,461686,transaction,18600.0
1436338561056,329317,461686,transaction,18600.0
1436384644399,1040119,17478,transaction,13320.0
1436504712761,902662,213834,transaction,4920.0
1436429379726,281553,461686,transaction,18600.0
1436460735615,1150086,119736,transaction,4080.0
1436468176939,697366,461686,transaction,18600.0
1436490835287,48820,461686,transaction,18600.0
1436481696896,1403769,312728,transaction,25080.0
1436482303687,1134975,312728,transaction,25080.0
1436466821818,952246,119736,transaction,4080.0
1436488487768,705542,119736,transaction,4080.0
1436658794764,705542,119736,transaction,4080.0
1436649455939,880840,461686,transaction,18600.0
1436571641330,952246,420960,transaction,39840.0
1436589673289,133632,461686,transaction,18600.0
1436550772935,1081726,420960,transaction,39840.0
1436547956442,1150086,213834,transaction,4920.0
1436736047224,757355,119736,transaction,4080.0
1436737681334,744315,17478,transaction,13320.0
1436757243607,288932,461686,transaction,18600.0
1436748289387,150983,48030,transaction,18600.0
1436747587816,1297062,48030,transaction,18600.0
1436740595843,904909,213834,transaction,4920.0
1436738983919,169486,213834,transaction,4920.0
1436762423829,1274293,7943,transaction,19080.0
1436740595843,904909,445351,transaction,171480.0
1436842961227,757355,445351,transaction,171480.0
1436816721127,229291,445351,transaction,171480.0
1436799561344,672785,213834,transaction,4920.0
1436842064907,757355,213834,transaction,4920.0
1436847130380,1061238,213834,transaction,4920.0
1436847131630,1061238,445351,transaction,171480.0
1436842961212,757355,213834,transaction,4920.0
1436825766892,355056,17478,transaction,13320.0
1436816357817,1403769,312728,transaction,8520.0
1436806400574,1032211,7943,transaction,19080.0
1436817571992,27360,445351,transaction,171480.0
1436842064907,757355,445351,transaction,171480.0
1436784056788,1262190,17478,transaction,13320.0
1436896761792,67015,213834,transaction,4920.0
1436900723732,203490,461686,transaction,18600.0
1436913073132,792658,445351,transaction,171480.0
1436905948856,952246,119736,transaction,4080.0
1436899349249,863219,119736,transaction,4080.0
1436936307813,301496,461686,transaction,18600.0
1436933498334,401323,213834,transaction,4920.0
1436913073179,792658,213834,transaction,4920.0
1436903595578,530559,17478,transaction,13320.0
1436896761854,67015,445351,transaction,171480.0
1436933498334,401323,445351,transaction,171480.0
1436913779404,837781,461686,transaction,18600.0
1436895695715,396040,461686,transaction,18600.0
1436889735636,952246,17478,transaction,13320.0
1436893462615,530559,119736,transaction,4080.0
1437059455346,974226,119736,transaction,4080.0
1437072647689,1035750,213834,transaction,4920.0
1437072647893,1035750,445351,transaction,171480.0
1437081183854,1151093,445351,transaction,171480.0
1437028360678,781972,17478,transaction,13320.0
1437096375446,63351,312728,transaction,8520.0
1437068661534,225852,445351,transaction,171480.0
1437078079817,530559,213834,transaction,4920.0
1437068661472,225852,213834,transaction,4920.0
1437088174144,890980,213834,transaction,4920.0
1437078357183,178888,445351,transaction,171480.0
1437078079817,530559,445351,transaction,171480.0
1437081836014,1199413,420960,transaction,39840.0
1437076526600,488462,461686,transaction,18600.0
1437074961746,475479,17478,transaction,13320.0
1437009227480,541997,213834,transaction,4920.0
1437009228294,541997,445351,transaction,171480.0
1436943396481,191886,213834,transaction,4920.0
1437018800567,745620,461686,transaction,18600.0
1436973645760,1251841,461686,transaction,18600.0
1436994970375,890980,213834,transaction,4920.0
1437016955322,1353976,461686,transaction,18600.0
1437021071933,648048,461686,transaction,18600.0
1436985342503,890980,119736,transaction,4080.0
1436974039273,952246,213834,transaction,4920.0
1436996171138,705542,7943,transaction,19080.0
1436979264941,890980,213834,transaction,4920.0
1436943396591,191886,445351,transaction,171480.0
1436994970391,890980,445351,transaction,171480.0
1437170130568,890980,119736,transaction,4080.0
1437169974608,1228172,213834,transaction,4920.0
1437182185376,1112178,312728,transaction,8520.0
1437237743323,962131,445351,transaction,171480.0
1437262159387,250139,445351,transaction,171480.0
1437203816022,663166,312728,transaction,8520.0
1437244030073,530559,119736,transaction,4080.0
1437262159340,250139,213834,transaction,4920.0
1437237743323,962131,213834,transaction,4920.0
1437330191784,371606,213834,transaction,3480.0
1437319494318,968159,461686,transaction,18600.0
1437368017573,934208,213834,transaction,3480.0
1437437676741,416496,312728,transaction,7188.0
1437436710267,582933,445351,transaction,171480.0
1437422983223,1376763,445351,transaction,171480.0
1437415145856,530559,213834,transaction,3480.0
1437436710267,582933,213834,transaction,3480.0
1437422983207,1376763,213834,transaction,3480.0
1437434405355,1042434,461686,transaction,18600.0
1437434020547,890980,213834,transaction,3480.0
1437437685339,955154,48030,transaction,18600.0
1437421995652,530559,119736,transaction,4080.0
1437409221829,1328538,461686,transaction,18600.0
1437532449086,757355,119736,transaction,4080.0
1437502011529,890980,445351,transaction,171480.0
1437538491336,147248,445351,transaction,171480.0
1437502437205,416882,48030,transaction,18600.0
1437495995179,1001901,48030,transaction,18600.0
1437538491336,147248,213834,transaction,3480.0
1437502011529,890980,213834,transaction,3480.0
1437506798834,518417,420960,transaction,35400.0
1437588897685,412781,445351,transaction,171480.0
1437582825749,890980,119736,transaction,4080.0
1437581593407,635351,119736,transaction,4080.0
1437581597705,635351,119736,transaction,4080.0
1437616347561,481437,461686,transaction,18600.0
1437598481492,1150086,248455,transaction,77940.0
1437596857747,449371,48030,transaction,18600.0
1437594155025,570583,248455,transaction,77940.0
1437595431455,1150086,461686,transaction,18600.0
1437588897685,412781,213834,transaction,3480.0
1437693485927,477826,248455,transaction,77940.0
1437714695415,890458,461686,transaction,18600.0
1437673985643,732102,445351,transaction,171480.0
1437673985643,732102,213834,transaction,3480.0
1437710568211,1266599,213834,transaction,3480.0
1437712588390,628240,445351,transaction,171480.0
1437712588342,628240,213834,transaction,3480.0
1437703541551,704586,461686,transaction,18600.0
1437677039190,1380599,248455,transaction,77940.0
1437693206136,672218,461686,transaction,18600.0
1437752973446,890980,119736,transaction,4080.0
1437755637991,1272002,48030,transaction,18600.0
1437758997126,260032,420960,transaction,35400.0
1437794594953,131595,48030,transaction,18600.0
1437762750902,175801,119736,transaction,4080.0
1437760392215,608567,248455,transaction,77940.0
1437865288331,1297062,213834,transaction,3480.0
1437861664199,530559,445351,transaction,171480.0
1437859353308,231047,213834,transaction,3480.0
1437881724058,233297,213834,transaction,4920.0
1437859353323,231047,445351,transaction,171480.0
1437861664199,530559,213834,transaction,3480.0
1437881724058,233297,445351,transaction,175800.0
1437865288331,1297062,445351,transaction,171480.0
1437929244144,717862,445351,transaction,175800.0
1437929244066,717862,213834,transaction,4920.0
1437931647989,483336,461686,transaction,18600.0
1437931969630,1130689,248455,transaction,77940.0
1437940204148,742698,445351,transaction,175800.0
1437956390601,1144503,213834,transaction,4920.0
1437940204164,742698,213834,transaction,4920.0
1437956390647,1144503,445351,transaction,175800.0
1437945557089,613384,461686,transaction,18600.0
1437957868884,1306236,48030,transaction,19080.0
1437950425736,1111213,48030,transaction,19080.0
1438029680240,655336,461686,transaction,18600.0
1438008593395,1165533,420960,transaction,35400.0
1438020644411,563134,420960,transaction,35400.0
1438017268170,1003058,312728,transaction,9480.0
1438035035386,530559,119736,transaction,4080.0
1438026731918,797729,445351,transaction,175800.0
1438058128772,1009438,461686,transaction,18600.0
1438060577674,75826,420960,transaction,35400.0
1438026731918,797729,213834,transaction,4920.0
1438045268059,552247,420960,transaction,35400.0
1438017600121,358674,420960,transaction,35400.0
1438096736644,89783,445351,transaction,175800.0
1438143845252,1308333,461686,transaction,18600.0
1438101832154,1283301,445351,transaction,175800.0
1438149093519,1392423,213834,transaction,4920.0
1438130663783,861299,213834,transaction,4920.0
1438096736644,89783,213834,transaction,4920.0
1438123777953,447934,48030,transaction,19080.0
1438101832138,1283301,213834,transaction,4920.0
1438149093519,1392423,445351,transaction,175800.0
1438120577091,1297062,119736,transaction,4080.0
1438120132721,1293358,445351,transaction,175800.0
1438097198736,1307687,248455,transaction,77940.0
1438130934599,1082043,48030,transaction,19080.0
1438103767282,861299,119736,transaction,4080.0
1438120132721,1293358,213834,transaction,4920.0
1438126881865,629346,7943,transaction,19680.0
1438189423720,243939,48030,transaction,19080.0
1438232128819,502408,461686,transaction,18600.0
1438214560572,385715,461686,transaction,18600.0
1438150947496,165843,213834,transaction,4920.0
1438150947527,165843,445351,transaction,175800.0
1438187079890,1150086,420960,transaction,35400.0
1438197786361,218648,48030,transaction,19080.0
1438187062825,1293358,48030,transaction,19080.0
1438272913606,1150086,213834,transaction,4920.0
1438317722047,1115446,312728,transaction,9480.0
1438289818317,1032432,461686,transaction,18600.0
1438379394781,464410,461686,transaction,18600.0
1438385550743,1137032,248455,transaction,77940.0
1438370290294,861299,248455,transaction,77940.0
1438360889378,189934,461686,transaction,18600.0
1438361135960,331807,248455,transaction,77940.0
1438391488096,861299,213834,transaction,4920.0
1438374836630,1150086,248455,transaction,77940.0
1438358989163,1051054,312728,transaction,9480.0
